Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
rftools:saturationplus_module, Saturation Plus Environmental Module, item.saturationplus_module, false, mcjty.rftools.items.envmodules.SaturationPlusEModuleItem
rftools:featherfalling_module, Feather Falling Environmental Module, item.featherfalling_module, false, mcjty.rftools.items.envmodules.FeatherFallingEModuleItem
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module, item.featherfallingplus_module, false, mcjty.rftools.items.envmodules.FeatherFallingPlusEModuleItem
rftools:flight_module, Flight Environmental Module, item.flight_module, false, mcjty.rftools.items.envmodules.FlightEModuleItem
rftools:peaceful_module, Peaceful Environmental Module, item.peaceful_module, false, mcjty.rftools.items.envmodules.PeacefulEModuleItem
rftools:waterbreathing_module, Water Breathing Environmental Module, item.waterbreathing_module, false, mcjty.rftools.items.envmodules.WaterBreathingEModuleItem
rftools:nightvision_module, Night Vision Environmental Module, item.nightvision_module, false, mcjty.rftools.items.envmodules.NightVisionEModuleItem
rftools:blindness_module, Blindness Environmental Module, item.blindness_module, false, mcjty.rftools.items.envmodules.BlindnessEModuleItem
rftools:weakness_module, Weakness Environmental Module, item.weakness_module, false, mcjty.rftools.items.envmodules.WeaknessEModuleItem
rftools:poison_module, Poison Environmental Module, item.poison_module, false, mcjty.rftools.items.envmodules.PoisonEModuleItem
rftools:slowness_module, Slowness Environmental Module, item.slowness_module, false, mcjty.rftools.items.envmodules.SlownessEModuleItem
rftools:glowing_module, Glowing Environmental Module, item.glowing_module, false, mcjty.rftools.items.envmodules.GlowingEModuleItem
rftools:luck_module, Luck Environmental Module, item.luck_module, false, mcjty.rftools.items.envmodules.LuckEModuleItem
rftools:noteleport_module, No Teleport Environmental Module, item.noteleport_module, false, mcjty.rftools.items.envmodules.NoTeleportEModuleItem
rftools:orphaning_card, Orphaning Card, item.orphaning_card, false, mcjty.rftools.blocks.security.OrphaningCardItem
rftools:security_card, Security Card, item.security_card, false, mcjty.rftools.blocks.security.SecurityCardItem
rftools:machine_frame, Machine Frame, tile.rftools.machine_frame, true, net.minecraft.item.ItemBlock
rftools:machine_base, Machine Base, tile.rftools.machine_base, true, net.minecraft.item.ItemBlock
rftools:dimensional_shard_ore:0, Dimensional Shard Ore, tile.rftools.dimensional_shard_ore, true, net.minecraft.item.ItemStack
rftools:dimensional_shard_ore:1, Dimensional Shard Ore, tile.rftools.dimensional_shard_ore, true, net.minecraft.item.ItemStack
rftools:dimensional_shard_ore:2, Dimensional Shard Ore, tile.rftools.dimensional_shard_ore, true, net.minecraft.item.ItemStack
rftools:coalgenerator, Coal Generator, tile.rftools.coalgenerator, true, mcjty.lib.container.GenericItemBlock
rftools:crafter1, Crafter Tier 1, tile.rftools.crafter1, true, mcjty.lib.container.GenericItemBlock
rftools:crafter2, Crafter Tier 2, tile.rftools.crafter2, true, mcjty.lib.container.GenericItemBlock
rftools:crafter3, Crafter Tier 3, tile.rftools.crafter3, true, mcjty.lib.container.GenericItemBlock
rftools:modular_storage, Modular Storage, tile.rftools.modular_storage, true, mcjty.lib.container.GenericItemBlock
rftools:remote_storage, Remote Storage, tile.rftools.remote_storage, true, mcjty.lib.container.GenericItemBlock
rftools:storage_terminal, Storage Terminal, tile.rftools.storage_terminal, true, mcjty.lib.container.GenericItemBlock
rftools:level_emitter, Level Emitter, tile.rftools.level_emitter, true, mcjty.lib.container.GenericItemBlock
rftools:matter_transmitter, Matter Transmitter, tile.rftools.matter_transmitter, true, mcjty.lib.container.GenericItemBlock
rftools:matter_receiver, Matter Receiver, tile.rftools.matter_receiver, true, mcjty.lib.container.GenericItemBlock
rftools:dialing_device, Dialing Device, tile.rftools.dialing_device, true, mcjty.lib.container.GenericItemBlock
rftools:simple_dialer, Simple Dialer, tile.rftools.simple_dialer, true, mcjty.rftools.blocks.teleporter.SimpleDialerItemBlock
rftools:destination_analyzer, Destination Analyzer, tile.rftools.destination_analyzer, true, net.minecraft.item.ItemBlock
rftools:matter_booster, Matter Booster, tile.rftools.matter_booster, true, net.minecraft.item.ItemBlock
rftools:screen, Screen, tile.rftools.screen, true, mcjty.lib.container.GenericItemBlock
rftools:creative_screen, Creative Screen, tile.rftools.creative_screen, true, mcjty.lib.container.GenericItemBlock
rftools:screen_controller, Screen Controller, tile.rftools.screen_controller, true, mcjty.lib.container.GenericItemBlock
rftools:sequencer_block, Sequencer, tile.rftools.sequencer_block, true, mcjty.lib.container.GenericItemBlock
rftools:timer_block, Timer, tile.rftools.timer_block, true, mcjty.lib.container.GenericItemBlock
rftools:counter_block, Counter, tile.rftools.counter_block, true, mcjty.lib.container.GenericItemBlock
rftools:redstone_transmitter_block, Redstone Transmitter, tile.rftools.redstone_transmitter_block, true, mcjty.lib.container.GenericItemBlock
rftools:redstone_receiver_block, Redstone Receiver, tile.rftools.redstone_receiver_block, true, mcjty.lib.container.GenericItemBlock
rftools:logic_block, Logic Gate, tile.rftools.logic_block, true, mcjty.lib.container.GenericItemBlock
rftools:invchecker_block, Inventory Checker, tile.rftools.invchecker_block, true, mcjty.lib.container.GenericItemBlock
rftools:sensor_block, Sensor, tile.rftools.sensor_block, true, mcjty.lib.container.GenericItemBlock
rftools:wire_block, Wire, tile.rftools.wire_block, true, mcjty.lib.container.GenericItemBlock
rftools:analog_block, Analog, tile.rftools.analog_block, true, mcjty.lib.container.GenericItemBlock
rftools:digit_block, Digit, tile.rftools.digit_block, true, mcjty.lib.container.GenericItemBlock
rftools:machine_infuser, Machine Infuser, tile.rftools.machine_infuser, true, mcjty.lib.container.GenericItemBlock
rftools:space_chamber, Space Chamber Corner Block, tile.rftools.space_chamber, true, net.minecraft.item.ItemBlock
rftools:space_chamber_controller, Space Chamber Controller Block, tile.rftools.space_chamber_controller, true, mcjty.lib.container.GenericItemBlock
rftools:builder, Builder, tile.rftools.builder, true, mcjty.lib.container.GenericItemBlock
rftools:support_block, Support Block, tile.rftools.support_block, true, net.minecraft.item.ItemBlock
rftools:composer, Composer, tile.rftools.composer, true, mcjty.lib.container.GenericItemBlock
rftools:scanner, Scanner, tile.rftools.scanner, true, mcjty.lib.container.GenericItemBlock
rftools:remote_scanner, Remote Scanner, tile.rftools.remote_scanner, true, mcjty.lib.container.GenericItemBlock
rftools:projector, Projector, tile.rftools.projector, true, mcjty.lib.container.GenericItemBlock
rftools:locator, Locator, tile.rftools.locator, true, mcjty.lib.container.GenericItemBlock
rftools:powercell, Powercell, tile.rftools.powercell, true, mcjty.lib.container.GenericItemBlock
rftools:powercell_advanced, Advanced Powercell, tile.rftools.powercell_advanced, true, mcjty.lib.container.GenericItemBlock
rftools:powercell_creative, Creative Powercell, tile.rftools.powercell_creative, true, mcjty.lib.container.GenericItemBlock
rftools:powercell_simple, Simple Powercell, tile.rftools.powercell_simple, true, mcjty.lib.container.GenericItemBlock
rftools:relay, Power Relay, tile.rftools.relay, true, mcjty.lib.container.GenericItemBlock
rftools:rf_monitor, RF Monitor, tile.rftools.rf_monitor, true, mcjty.lib.container.GenericItemBlock
rftools:liquid_monitor, Liquid Monitor, tile.rftools.liquid_monitor, true, mcjty.lib.container.GenericItemBlock
rftools:shield_block1, Shield Projector Tier 1, tile.rftools.shield_block1, true, mcjty.lib.container.GenericItemBlock
rftools:shield_block2, Shield Projector Tier 2, tile.rftools.shield_block2, true, mcjty.lib.container.GenericItemBlock
rftools:shield_block3, Shield Projector Tier 3, tile.rftools.shield_block3, true, mcjty.lib.container.GenericItemBlock
rftools:shield_block4, Shield Projector Tier 4, tile.rftools.shield_block4, true, mcjty.lib.container.GenericItemBlock
rftools:invisible_shield_block, Invisible Shield Block, tile.rftools.invisible_shield_block, true, net.minecraft.item.ItemBlock
rftools:notick_invisible_shield_block, Invisible Shield Block, tile.rftools.notick_invisible_shield_block, true, net.minecraft.item.ItemBlock
rftools:solid_shield_block, Solid Shield Block, tile.rftools.solid_shield_block, true, net.minecraft.item.ItemBlock
rftools:notick_solid_shield_block, Solid Shield Block, tile.rftools.notick_solid_shield_block, true, net.minecraft.item.ItemBlock
rftools:camo_shield_block, Camo Shield Block, tile.rftools.camo_shield_block, true, net.minecraft.item.ItemBlock
rftools:notick_camo_shield_block, Camo Shield Block, tile.rftools.notick_camo_shield_block, true, net.minecraft.item.ItemBlock
rftools:shield_template_block:0, Shield Template, tile.rftools.shield_template_block, true, net.minecraft.item.ItemStack
rftools:shield_template_block:1, Shield Template, tile.rftools.shield_template_block, true, net.minecraft.item.ItemStack
rftools:shield_template_block:2, Shield Template, tile.rftools.shield_template_block, true, net.minecraft.item.ItemStack
rftools:shield_template_block:3, Shield Template, tile.rftools.shield_template_block, true, net.minecraft.item.ItemStack
rftools:environmental_controller, Environmental Controller, tile.rftools.environmental_controller, true, mcjty.lib.container.GenericItemBlock
rftools:spawner, Spawner, tile.rftools.spawner, true, mcjty.lib.container.GenericItemBlock
rftools:matter_beamer, Matter Beamer, tile.rftools.matter_beamer, true, mcjty.lib.container.GenericItemBlock
rftools:block_protector, Block Protector, tile.rftools.block_protector, true, mcjty.lib.container.GenericItemBlock
rftools:item_filter, Item Filter, tile.rftools.item_filter, true, mcjty.lib.container.GenericItemBlock
rftools:security_manager, Security Manager, tile.rftools.security_manager, true, mcjty.lib.container.GenericItemBlock
rftools:endergenic, Endergenic Generator, tile.rftools.endergenic, true, mcjty.lib.container.GenericItemBlock
rftools:pearl_injector, Pearl Injector, tile.rftools.pearl_injector, true, mcjty.lib.container.GenericItemBlock
rftools:ender_monitor, Ender Monitor, tile.rftools.ender_monitor, true, mcjty.lib.container.GenericItemBlock
rftools:storage_scanner, Storage Scanner, tile.rftools.storage_scanner, true, mcjty.lib.container.GenericItemBlock
rftools:elevator, Elevator, tile.rftools.elevator, true, mcjty.lib.container.GenericItemBlock
rftools:booster, Booster, tile.rftools.booster, true, mcjty.lib.container.GenericItemBlock
magicbees:beecomb:0, Mundane Comb, item.magicbees.beecomb.mundane, false, net.minecraft.item.ItemStack
magicbees:beecomb:1, Molten Comb, item.magicbees.beecomb.molten, false, net.minecraft.item.ItemStack
magicbees:beecomb:2, Occult Comb, item.magicbees.beecomb.occult, false, net.minecraft.item.ItemStack
magicbees:beecomb:3, Otherworldy Comb, item.magicbees.beecomb.otherworldly, false, net.minecraft.item.ItemStack
magicbees:beecomb:4, Transmuting Comb, item.magicbees.beecomb.transmuted, false, net.minecraft.item.ItemStack
magicbees:beecomb:5, Papery Comb, item.magicbees.beecomb.papery, false, net.minecraft.item.ItemStack
magicbees:beecomb:6, Soul Comb, item.magicbees.beecomb.soul, false, net.minecraft.item.ItemStack
magicbees:drop:0, Enchanting Drop, item.magicbees.drop.enchanted, false, net.minecraft.item.ItemStack
magicbees:drop:1, Intellect Drop, item.magicbees.drop.intellect, false, net.minecraft.item.ItemStack
magicbees:drop:2, Destabilized Drop, item.magicbees.drop.destabilized, false, net.minecraft.item.ItemStack
magicbees:drop:3, Carbon Drop, item.magicbees.drop.carbon, false, net.minecraft.item.ItemStack
magicbees:drop:4, Lux Drop, item.magicbees.drop.lux, false, net.minecraft.item.ItemStack
magicbees:drop:5, Endearing Drop, item.magicbees.drop.endearing, false, net.minecraft.item.ItemStack
magicbees:pollen:0, Unusual Pollen, item.magicbees.pollen.unusual, false, net.minecraft.item.ItemStack
magicbees:pollen:1, Phased Pollen, item.magicbees.pollen.phased, false, net.minecraft.item.ItemStack
magicbees:propolis:0, Unstable Propolis, item.magicbees.propolis.unstable, false, net.minecraft.item.ItemStack
magicbees:propolis:1, Breezey Propolis, item.magicbees.propolis.air, false, net.minecraft.item.ItemStack
magicbees:propolis:2, Burning Propolis, item.magicbees.propolis.fire, false, net.minecraft.item.ItemStack
magicbees:propolis:3, Flowing Propolis, item.magicbees.propolis.water, false, net.minecraft.item.ItemStack
magicbees:propolis:4, Stony Propolis, item.magicbees.propolis.earth, false, net.minecraft.item.ItemStack
magicbees:propolis:5, Ordered Propolis, item.magicbees.propolis.order, false, net.minecraft.item.ItemStack
magicbees:propolis:6, Chaotic Propolis, item.magicbees.propolis.chaos, false, net.minecraft.item.ItemStack
magicbees:wax:0, Magic Wax, item.magicbees.wax.magic, false, net.minecraft.item.ItemStack
magicbees:wax:1, Soulful Wax, item.magicbees.wax.soul, false, net.minecraft.item.ItemStack
magicbees:wax:2, Amnesic Wax, item.magicbees.wax.amnesic, false, net.minecraft.item.ItemStack
magicbees:resource:0, Lore Fragment, item.magicbees.resource.fragment, false, net.minecraft.item.ItemStack
magicbees:resource:1, Aromatic Lump, item.magicbees.resource.lump, false, net.minecraft.item.ItemStack
magicbees:resource:2, Concentrated Compound, item.magicbees.resource.fertilizer, false, net.minecraft.item.ItemStack
magicbees:resource:3, Wither Skeleton Bone Chip, item.magicbees.resource.skullChip, false, net.minecraft.item.ItemStack
magicbees:resource:4, Wither Skeleton Skull Fragment, item.magicbees.resource.skullFragment, false, net.minecraft.item.ItemStack
magicbees:resource:5, Draconic Dust, item.magicbees.resource.dragonDust, false, net.minecraft.item.ItemStack
magicbees:resource:6, Draconic Chunk, item.magicbees.resource.dragonChunk, false, net.minecraft.item.ItemStack
magicbees:resource:7, Essence of False Life, item.magicbees.resource.essenceLife, false, net.minecraft.item.ItemStack
magicbees:resource:8, Essence of a Shallow Grave, item.magicbees.resource.essenceDeath, false, net.minecraft.item.ItemStack
magicbees:resource:9, Essence of Lost Time, item.magicbees.resource.essenceTime, false, net.minecraft.item.ItemStack
magicbees:resource:10, Essence of Everlasting Durability, item.magicbees.resource.essenceDurability, false, net.minecraft.item.ItemStack
magicbees:resource:11, Essence of Scornful Oblivion, item.magicbees.resource.essenceOblivion, false, net.minecraft.item.ItemStack
magicbees:resource:12, Essence of Fickle Permanence, item.magicbees.resource.essenceMutable, false, net.minecraft.item.ItemStack
magicbees:resource:13, Dimensional Singularity, item.magicbees.resource.dimensionalSingularity, false, net.minecraft.item.ItemStack
magicbees:orepart:0, Diamond Shard, item.magicbees.orepart.diamond, false, net.minecraft.item.ItemStack
magicbees:orepart:1, Emerald Shard, item.magicbees.orepart.emerald, false, net.minecraft.item.ItemStack
magicbees:orepart:2, Apatite Shard, item.magicbees.orepart.apatite, false, net.minecraft.item.ItemStack
magicbees:orepart:3, Copper Nugget, item.magicbees.orepart.copper, false, net.minecraft.item.ItemStack
magicbees:orepart:4, Tin Nugget, item.magicbees.orepart.tin, false, net.minecraft.item.ItemStack
magicbees:orepart:5, Bronze Nugget, item.magicbees.orepart.bronze, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:0, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:2, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:4, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:6, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:8, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:10, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:12, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:14, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:16, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:mysteriousmagnet:18, Mysterious Magnet, item.magicbees.mysteriousmagnet, false, net.minecraft.item.ItemStack
magicbees:moondial, Jade Moon Dial, item.magicbees.moondial, false, magicbees.item.ItemMoonDial
magicbees:manasteelgrafter, Manasteel Grafter, item.magicbees.manasteelgrafter, false, magicbees.item.ItemManaSteelGrafter
magicbees:manasteelscoop, Manasteel Scoop, item.magicbees.manasteelscoop, false, magicbees.item.ItemManaSteelScoop
magicbees:frames.oblivion, Oblivion Frame, item.magicbees.frames.oblivion, false, magicbees.item.ItemMagicBeesFrame
magicbees:frames.magic, Magic Frame, item.magicbees.frames.magic, false, magicbees.item.ItemMagicBeesFrame
magicbees:frames.metabolic, Metabolic Frame, item.magicbees.frames.metabolic, false, magicbees.item.ItemMagicBeesFrame
magicbees:frames.temporal, Temporal Frame, item.magicbees.frames.temporal, false, magicbees.item.ItemMagicBeesFrame
magicbees:frames.resilient, Resilient Frame, item.magicbees.frames.resilient, false, magicbees.item.ItemMagicBeesFrame
magicbees:frames.gentle, Gentle Frame, item.magicbees.frames.gentle, false, magicbees.item.ItemMagicBeesFrame
magicbees:frames.necrotic, Necrotic Frame, item.magicbees.frames.necrotic, false, magicbees.item.ItemMagicBeesFrame
magicbees:hiveblock:0, Curious Hive, tile.magicbees.hiveblock.curious, true, net.minecraft.item.ItemStack
magicbees:hiveblock:1, Unusual Hive, tile.magicbees.hiveblock.unusual, true, net.minecraft.item.ItemStack
magicbees:hiveblock:2, Resonating Hive, tile.magicbees.hiveblock.resonant, true, net.minecraft.item.ItemStack
magicbees:hiveblock:3, Deep Hive, tile.magicbees.hiveblock.deep, true, net.minecraft.item.ItemStack
magicbees:hiveblock:4, Infernal Hive, tile.magicbees.hiveblock.infernal, true, net.minecraft.item.ItemStack
magicbees:hiveblock:5, Oblivion Hive, tile.magicbees.hiveblock.oblivion, true, net.minecraft.item.ItemStack
magicbees:effectjar, Bee Collector's Jar, tile.magicbees.effectjar, true, net.minecraft.item.ItemBlock
magicbees:enchanted_earth, Enchanted Earth, tile.magicbees.enchanted_earth, true, net.minecraft.item.ItemBlock
portalgun:item_dust_ender_pearl, Ender Pearl Dust, item.portalgun.item.dustEnderPearl, false, me.ichun.mods.ichunutil.common.item.ItemGeneric
portalgun:item_miniature_black_hole, Miniature Black Hole, item.portalgun.item.miniatureBlackHole, false, me.ichun.mods.portalgun.common.core.EventHandlerServer$1
portalgun:item_portalgun:0, Portal Gun, item.portalgun.item.portalgun, false, net.minecraft.item.ItemStack
portalgun:item_portalgun:0, Portal Gun, item.portalgun.item.portalgun, false, net.minecraft.item.ItemStack
portalgun:item_portalgun:0, Portal Gun, item.portalgun.item.portalgun, false, net.minecraft.item.ItemStack
portalgun:item_portalgun:0, Portal Gun, item.portalgun.item.portalgun, false, net.minecraft.item.ItemStack
portalgun:item_portalgun:0, Portal Gun, item.portalgun.item.portalgun, false, net.minecraft.item.ItemStack
portalgun:item_portalgun:0, Portal Gun, item.portalgun.item.portalgun, false, net.minecraft.item.ItemStack
rangedpumps:pump, Pump, block.rangedpumps:pump, true, com.raoulvdberge.rangedpumps.item.ItemBlockPump
rftoolscontrol:rftoolscontrol_manual, RFTools Control Manual, item.rftoolscontrol.rftoolscontrol_manual, false, mcjty.rftoolscontrol.items.manual.RFToolsControlManualItem
rftoolscontrol:program_card, Program Card, item.rftoolscontrol.program_card, false, mcjty.rftoolscontrol.items.ProgramCardItem
rftoolscontrol:cpu_core_500, CPU Core B500, item.rftoolscontrol.cpu_core_500, false, mcjty.rftoolscontrol.items.CPUCoreItem
rftoolscontrol:cpu_core_1000, CPU Core S1000, item.rftoolscontrol.cpu_core_1000, false, mcjty.rftoolscontrol.items.CPUCoreItem
rftoolscontrol:cpu_core_2000, CPU Core EX2000, item.rftoolscontrol.cpu_core_2000, false, mcjty.rftoolscontrol.items.CPUCoreItem
rftoolscontrol:ram_chip, RAM Chip 8E, item.rftoolscontrol.ram_chip, false, mcjty.rftoolscontrol.items.RAMChipItem
rftoolscontrol:network_card, Network Card, item.rftoolscontrol.network_card, false, mcjty.rftoolscontrol.items.NetworkCardItem
rftoolscontrol:advanced_network_card, Advanced Network Card, item.rftoolscontrol.advanced_network_card, false, mcjty.rftoolscontrol.items.NetworkCardItem
rftoolscontrol:card_base, Card Base, item.rftoolscontrol.card_base, false, mcjty.rftoolscontrol.items.CardBaseItem
rftoolscontrol:crafting_card, Crafting Card, item.rftoolscontrol.crafting_card, false, mcjty.rftoolscontrol.items.craftingcard.CraftingCardItem
rftoolscontrol:token, Token, item.rftoolscontrol.token, false, mcjty.rftoolscontrol.items.TokenItem
rftoolscontrol:network_identifier, Network Identifier, item.rftoolscontrol.network_identifier, false, mcjty.rftoolscontrol.items.NetworkIdentifierItem
rftoolscontrol:graphics_card, Graphics Card, item.rftoolscontrol.graphics_card, false, mcjty.rftoolscontrol.items.GraphicsCardItem
rftoolscontrol:variable_module, Variable Screen Module, item.rftoolscontrol.variable_module, false, mcjty.rftoolscontrol.items.variablemodule.VariableModuleItem
rftoolscontrol:interaction_module, Interaction Screen Module, item.rftoolscontrol.interaction_module, false, mcjty.rftoolscontrol.items.interactionmodule.InteractionModuleItem
rftoolscontrol:console_module, Console Screen Module, item.rftoolscontrol.console_module, false, mcjty.rftoolscontrol.items.consolemodule.ConsoleModuleItem
rftoolscontrol:vectorart_module, Vector Art Screen Module, item.rftoolscontrol.vectorart_module, false, mcjty.rftoolscontrol.items.vectorartmodule.VectorArtModuleItem
rftoolscontrol:programmer, Programmer, tile.rftoolscontrol.programmer, true, mcjty.lib.container.GenericItemBlock
rftoolscontrol:processor, Processor, tile.rftoolscontrol.processor, true, mcjty.lib.container.GenericItemBlock
rftoolscontrol:node, Node, tile.rftoolscontrol.node, true, mcjty.lib.container.GenericItemBlock
rftoolscontrol:craftingstation, Crafting Station, tile.rftoolscontrol.craftingstation, true, mcjty.lib.container.GenericItemBlock
rftoolscontrol:workbench, Workbench, tile.rftoolscontrol.workbench, true, mcjty.lib.container.GenericItemBlock
rftoolscontrol:tank, Multi Tank, tile.rftoolscontrol.tank, true, mcjty.lib.container.GenericItemBlock
rftoolsdim:dimlet_base, Dimlet Base Part, item.dimlet_base, false, mcjty.rftoolsdim.items.parts.DimletBaseItem
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0, item.dimlet_control_circuit0, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1, item.dimlet_control_circuit1, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2, item.dimlet_control_circuit2, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3, item.dimlet_control_circuit3, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4, item.dimlet_control_circuit4, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5, item.dimlet_control_circuit5, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6, item.dimlet_control_circuit6, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module, item.dimlet_energy_module0, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module, item.dimlet_energy_module1, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module, item.dimlet_energy_module2, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit, item.dimlet_memory_unit0, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit, item.dimlet_memory_unit1, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit, item.dimlet_memory_unit2, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller, item.dimlet_type_controller_biome, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller, item.dimlet_type_controller_liquid, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller, item.dimlet_type_controller_material, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:3, Dimlet Mob Type Controller, item.dimlet_type_controller_mob, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:4, Dimlet Sky Type Controller, item.dimlet_type_controller_sky, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:5, Dimlet Structure Type Controller, item.dimlet_type_controller_structure, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:6, Dimlet Terrain Type Controller, item.dimlet_type_controller_terrain, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:7, Dimlet Feature Type Controller, item.dimlet_type_controller_feature, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:8, Dimlet Time Type Controller, item.dimlet_type_controller_time, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:9, Dimlet Digit Type Controller, item.dimlet_type_controller_digit, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:10, Dimlet Effect Type Controller, item.dimlet_type_controller_effect, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:11, Dimlet Special Type Controller, item.dimlet_type_controller_special, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:12, Dimlet Controller Type Controller, item.dimlet_type_controller_controller, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:13, Dimlet Weather Type Controller, item.dimlet_type_controller_weather, false, net.minecraft.item.ItemStack
rftoolsdim:dimlet_type_controller:14, Dimlet Patreon Type Controller, item.dimlet_type_controller_patreon, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:0, Structure None Essence, item.structure_essence_none, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:1, Structure Village Essence, item.structure_essence_village, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:2, Structure Stronghold Essence, item.structure_essence_stronghold, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:3, Structure Dungeon Essence, item.structure_essence_dungeon, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:4, Structure Fortress Essence, item.structure_essence_fortress, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:5, Structure Mineshaft Essence, item.structure_essence_mineshaft, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:6, Structure Scattered Essence, item.structure_essence_scattered, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:7, Structure Ocean Monument Essence, item.structure_essence_oceanMonument, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:8, Structure Swamp Hut Essence, item.structure_essence_swampHut, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:9, Structure Desert Temple Essence, item.structure_essence_desertTemple, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:10, Structure Jungle Temple Essence, item.structure_essence_jungleTemple, false, net.minecraft.item.ItemStack
rftoolsdim:structure_essence:11, Structure Igloo Essence, item.structure_essence_igloo, false, net.minecraft.item.ItemStack
rftoolsdim:known_dimlet:12, Controller Dimlet (Single), item.known_dimlet_controller, false, net.minecraft.item.ItemStack
rftoolsdim:known_dimlet:9, Digit Dimlet (3), item.known_dimlet_digit, false, net.minecraft.item.ItemStack
rftoolsdim:known_dimlet:9, Digit Dimlet (4), item.known_dimlet_digit, false, net.minecraft.item.ItemStack
rftoolsdim:known_dimlet:9, Digit Dimlet (1), item.known_dimlet_digit, false, net.minecraft.item.ItemStack
rftoolsdim:known_dimlet:7, Feature Dimlet (None), item.known_dimlet_feature, false, net.minecraft.item.ItemStack
rftoolsdim:known_dimlet:9, Digit Dimlet (2), item.known_dimlet_digit, false, net.minecraft.item.ItemStack
rftoolsdim:known_dimlet:9, Digit Dimlet (7), item.known_dimlet_digit, false, net.minecraft.item.ItemStack
